Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,086388,2020,01,01,,,
IDCJAC0010,086388,2020,01,02,,,
IDCJAC0010,086388,2020,01,03,,,
IDCJAC0010,086388,2020,01,04,,,
IDCJAC0010,086388,2020,01,05,,,
IDCJAC0010,086388,2020,01,06,,,
IDCJAC0010,086388,2020,01,07,,,
IDCJAC0010,086388,2020,01,08,,,
IDCJAC0010,086388,2020,01,09,,,
IDCJAC0010,086388,2020,01,10,,,
IDCJAC0010,086388,2020,01,11,,,
IDCJAC0010,086388,2020,01,12,,,
IDCJAC0010,086388,2020,01,13,,,
IDCJAC0010,086388,2020,01,14,,,
IDCJAC0010,086388,2020,01,15,,,
IDCJAC0010,086388,2020,01,16,,,
IDCJAC0010,086388,2020,01,17,,,
IDCJAC0010,086388,2020,01,18,,,
IDCJAC0010,086388,2020,01,19,,,
IDCJAC0010,086388,2020,01,20,,,
IDCJAC0010,086388,2020,01,21,,,
IDCJAC0010,086388,2020,01,22,,,
IDCJAC0010,086388,2020,01,23,,,
IDCJAC0010,086388,2020,01,24,,,
IDCJAC0010,086388,2020,01,25,,,
IDCJAC0010,086388,2020,01,26,,,
IDCJAC0010,086388,2020,01,27,,,
IDCJAC0010,086388,2020,01,28,,,
IDCJAC0010,086388,2020,01,29,,,
IDCJAC0010,086388,2020,01,30,,,
IDCJAC0010,086388,2020,01,31,,,
IDCJAC0010,086388,2020,02,01,,,
IDCJAC0010,086388,2020,02,02,,,
IDCJAC0010,086388,2020,02,03,,,
IDCJAC0010,086388,2020,02,04,,,
IDCJAC0010,086388,2020,02,05,,,
IDCJAC0010,086388,2020,02,06,,,
IDCJAC0010,086388,2020,02,07,,,
IDCJAC0010,086388,2020,02,08,,,
IDCJAC0010,086388,2020,02,09,,,
IDCJAC0010,086388,2020,02,10,,,
IDCJAC0010,086388,2020,02,11,,,
IDCJAC0010,086388,2020,02,12,,,
IDCJAC0010,086388,2020,02,13,,,
IDCJAC0010,086388,2020,02,14,,,
IDCJAC0010,086388,2020,02,15,,,
IDCJAC0010,086388,2020,02,16,,,
IDCJAC0010,086388,2020,02,17,,,
IDCJAC0010,086388,2020,02,18,,,
IDCJAC0010,086388,2020,02,19,,,
IDCJAC0010,086388,2020,02,20,,,
IDCJAC0010,086388,2020,02,21,,,
IDCJAC0010,086388,2020,02,22,,,
IDCJAC0010,086388,2020,02,23,,,
IDCJAC0010,086388,2020,02,24,,,
IDCJAC0010,086388,2020,02,25,,,
IDCJAC0010,086388,2020,02,26,,,
IDCJAC0010,086388,2020,02,27,,,
IDCJAC0010,086388,2020,02,28,,,
IDCJAC0010,086388,2020,02,29,,,
IDCJAC0010,086388,2020,03,01,,,
IDCJAC0010,086388,2020,03,02,,,
IDCJAC0010,086388,2020,03,03,,,
IDCJAC0010,086388,2020,03,04,,,
IDCJAC0010,086388,2020,03,05,,,
IDCJAC0010,086388,2020,03,06,,,
IDCJAC0010,086388,2020,03,07,,,
IDCJAC0010,086388,2020,03,08,,,
IDCJAC0010,086388,2020,03,09,,,
IDCJAC0010,086388,2020,03,10,,,
IDCJAC0010,086388,2020,03,11,,,
IDCJAC0010,086388,2020,03,12,,,
IDCJAC0010,086388,2020,03,13,,,
IDCJAC0010,086388,2020,03,14,,,
IDCJAC0010,086388,2020,03,15,,,
IDCJAC0010,086388,2020,03,16,,,
IDCJAC0010,086388,2020,03,17,,,
IDCJAC0010,086388,2020,03,18,,,
IDCJAC0010,086388,2020,03,19,,,
IDCJAC0010,086388,2020,03,20,,,
IDCJAC0010,086388,2020,03,21,,,
IDCJAC0010,086388,2020,03,22,,,
IDCJAC0010,086388,2020,03,23,,,
IDCJAC0010,086388,2020,03,24,,,
IDCJAC0010,086388,2020,03,25,,,
IDCJAC0010,086388,2020,03,26,,,
IDCJAC0010,086388,2020,03,27,,,
IDCJAC0010,086388,2020,03,28,,,
IDCJAC0010,086388,2020,03,29,,,
IDCJAC0010,086388,2020,03,30,,,
IDCJAC0010,086388,2020,03,31,,,
IDCJAC0010,086388,2020,04,01,,,
IDCJAC0010,086388,2020,04,02,,,
IDCJAC0010,086388,2020,04,03,,,
IDCJAC0010,086388,2020,04,04,,,
IDCJAC0010,086388,2020,04,05,,,
IDCJAC0010,086388,2020,04,06,,,
IDCJAC0010,086388,2020,04,07,,,
IDCJAC0010,086388,2020,04,08,,,
IDCJAC0010,086388,2020,04,09,,,
IDCJAC0010,086388,2020,04,10,,,
IDCJAC0010,086388,2020,04,11,,,
IDCJAC0010,086388,2020,04,12,,,
IDCJAC0010,086388,2020,04,13,,,
IDCJAC0010,086388,2020,04,14,,,
IDCJAC0010,086388,2020,04,15,,,
IDCJAC0010,086388,2020,04,16,,,
IDCJAC0010,086388,2020,04,17,,,
IDCJAC0010,086388,2020,04,18,,,
IDCJAC0010,086388,2020,04,19,,,
IDCJAC0010,086388,2020,04,20,,,
IDCJAC0010,086388,2020,04,21,,,
IDCJAC0010,086388,2020,04,22,,,
IDCJAC0010,086388,2020,04,23,,,
IDCJAC0010,086388,2020,04,24,,,
IDCJAC0010,086388,2020,04,25,,,
IDCJAC0010,086388,2020,04,26,,,
IDCJAC0010,086388,2020,04,27,,,
IDCJAC0010,086388,2020,04,28,,,
IDCJAC0010,086388,2020,04,29,,,
IDCJAC0010,086388,2020,04,30,,,
IDCJAC0010,086388,2020,05,01,,,
IDCJAC0010,086388,2020,05,02,,,
IDCJAC0010,086388,2020,05,03,,,
IDCJAC0010,086388,2020,05,04,,,
IDCJAC0010,086388,2020,05,05,,,
IDCJAC0010,086388,2020,05,06,,,
IDCJAC0010,086388,2020,05,07,,,
IDCJAC0010,086388,2020,05,08,,,
IDCJAC0010,086388,2020,05,09,,,
IDCJAC0010,086388,2020,05,10,,,
IDCJAC0010,086388,2020,05,11,,,
IDCJAC0010,086388,2020,05,12,,,
IDCJAC0010,086388,2020,05,13,,,
IDCJAC0010,086388,2020,05,14,,,
IDCJAC0010,086388,2020,05,15,,,
IDCJAC0010,086388,2020,05,16,,,
IDCJAC0010,086388,2020,05,17,,,
IDCJAC0010,086388,2020,05,18,,,
IDCJAC0010,086388,2020,05,19,,,
IDCJAC0010,086388,2020,05,20,,,
IDCJAC0010,086388,2020,05,21,,,
IDCJAC0010,086388,2020,05,22,,,
IDCJAC0010,086388,2020,05,23,,,
IDCJAC0010,086388,2020,05,24,,,
IDCJAC0010,086388,2020,05,25,,,
IDCJAC0010,086388,2020,05,26,,,
IDCJAC0010,086388,2020,05,27,,,
IDCJAC0010,086388,2020,05,28,,,
IDCJAC0010,086388,2020,05,29,,,
IDCJAC0010,086388,2020,05,30,,,
IDCJAC0010,086388,2020,05,31,,,
IDCJAC0010,086388,2020,06,01,,,
IDCJAC0010,086388,2020,06,02,,,
IDCJAC0010,086388,2020,06,03,,,
IDCJAC0010,086388,2020,06,04,,,
IDCJAC0010,086388,2020,06,05,,,
IDCJAC0010,086388,2020,06,06,,,
IDCJAC0010,086388,2020,06,07,,,
